NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value,Score4Label,Score4Type,Score4Value
373737,1362204, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1362204, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1363074, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1363074, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1363074, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1363190, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,5-A,Scaled Score,Scale,272.0,CPI,Scale,100.0,,,
373737,1363190, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1363190, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1363307, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1363307, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1363307, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1363337, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1363337, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1363337, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,2-W,Scaled Score,Scale,210.0,CPI,Scale,25.0,,,
373737,1363350, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1363350, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1363350, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,230.0,CPI,Scale,75.0,,,
373737,1363666, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1363666, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1363666, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1364036, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1364036, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1364036, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1364203, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1364203, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,2-W,Scaled Score,Scale,214.0,CPI,Scale,25.0,,,
373737,1364203, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1364260, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1364260, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1364260, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1364584, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1364584, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1364584, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1364827, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,222.0,CPI,Scale,50.0,,,
373737,1364827, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,230.0,CPI,Scale,75.0,,,
373737,1364827, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,2-W,Scaled Score,Scale,214.0,CPI,Scale,25.0,,,
373737,1364914, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1364914, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1364914, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1364929, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1364929, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1364929, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1365059, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1365059, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1365059, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1365476, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1365476, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,226.0,CPI,Scale,50.0,,,
373737,1365476, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1366549, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1366549, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1366549, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1367290, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,5-A,Scaled Score,Scale,274.0,CPI,Scale,100.0,,,
373737,1367290, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,5-A,Scaled Score,Scale,280.0,CPI,Scale,100.0,,,
373737,1367290, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,5-A,Scaled Score,Scale,280.0,CPI,Scale,100.0,,,
373737,1367618, ,9.0,April 1,MCAS,MCAS ELA,ELA,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1367618, ,9.0,May 1,MCAS,MCAS Math,Math,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1367618, ,9.0,June 1,MCAS,MCAS Science,Science,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,272.0,CPI,Scale,,,,
373737,1368231, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1368231, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,230.0,CPI,Scale,75.0,,,
373737,1368231, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1368434, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1368434, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1368434, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1368610, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1368610, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1368610, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,5-A,Scaled Score,Scale,270.0,CPI,Scale,100.0,,,
373737,1368783, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1368783, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1368783, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1368816, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1368816, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1368816, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1368880, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,2-W,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1368880, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1368880, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,2-W,Scaled Score,Scale,208.0,CPI,Scale,0.0,,,
373737,1369536, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1369536, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1369536, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1369633, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1369633, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1369633, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1370315, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1370315, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1370315, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1371865, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1371865, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1371865, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1372195, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,222.0,CPI,Scale,50.0,,,
373737,1372195, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1372195, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1372360, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1372360, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1372360, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1372978, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1372978, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1372978, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1373208, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1373208, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1373208, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1373567, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1373567, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1373567, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1373944, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1373944, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1373944, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1374770, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1374770, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1374770, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1374777, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1374777, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1374777, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1374825, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1374825, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1374825, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1375076, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1375076, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1375076, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1375393, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1375393, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1375393, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1375464, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1375464, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1375464, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1377036, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1377036, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,2-W,Scaled Score,Scale,212.0,CPI,Scale,25.0,,,
373737,1377036, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,2-W,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1377360, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,2-W,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1377360, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1377360, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1377562, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,222.0,CPI,Scale,50.0,,,
373737,1377562, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1377562, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,226.0,CPI,Scale,50.0,,,
373737,1377905, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1377905, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,2-W,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1377905, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1379010, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1379010, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1379010, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1379400, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1379400, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1379400, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,226.0,CPI,Scale,50.0,,,
373737,1379819, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1379819, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1379819, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1380405, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1380405, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1380405, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1380915, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1380915, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,5-A,Scaled Score,Scale,276.0,CPI,Scale,100.0,,,
373737,1380915, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1381327, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1381327, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1381327, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1381401, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1381401, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1381401, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1381951, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1381951, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1381951, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1382073, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1382073, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1382073, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1382381, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1382381, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1382381, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1382497, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1382497, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1382497, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1382565, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1382565, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1382565, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1382899, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1382899, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,226.0,CPI,Scale,50.0,,,
373737,1382899, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1383424, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1383424, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1383424, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
