NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value,Score4Label,Score4Type,Score4Value
373737,1293577, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,2-W,Scaled Score,Scale,212.0,CPI,Scale,25.0,,,
373737,1294108, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1294108, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1294108, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1294287, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1294287, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1294287, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1294734, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1294734, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1294734, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1294872, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1294872, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1294872, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,226.0,CPI,Scale,50.0,,,
373737,1295046, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1295046, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1295046, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1296216, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1296216, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1296216, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,2-W,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1296726, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1296726, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1296726, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1296961, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1296961, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1296961, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1298156, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1298156, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1298156, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1298409, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,230.0,CPI,Scale,75.0,,,
373737,1298409, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1298409, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1298639, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1298639, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1298639, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1298782, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1298782, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1298782, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1299182, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,5-A,Scaled Score,Scale,280.0,CPI,Scale,100.0,,,
373737,1299182, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1299182, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1299230, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1299230, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1299230, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1299310, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1299310, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1299310, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1300134, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1300134, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1300134, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1300166, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,234.0,CPI,Scale,75.0,,,
373737,1300166, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1300166, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1300792, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1300792, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1300792, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1301205, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1301205, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1301205, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1301918, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1301918, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1301918, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1302349, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1302349, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1302349, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1302423, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1302423, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1302423, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1302995, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1302995, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1302995, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1303629, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1303629, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1303629, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1303982, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1303982, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1303982, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1304098, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1304098, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1304098, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1304128, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1304128, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1304128, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1304405, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1304405, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1304405, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1304869, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1304869, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,278.0,CPI,Scale,100.0,,,
373737,1304869, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,272.0,CPI,Scale,100.0,,,
373737,1305518, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1305518, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1305518, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1305572, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1305572, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1305572, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1306265, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,2-W,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1306265, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1306265, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1307248, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1307248, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,234.0,CPI,Scale,75.0,,,
373737,1307248, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1307367, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,1-P,Scaled Score,Scale,210.0,CPI,Scale,25.0,,,
373737,1307367, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1307367, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,1-P,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1308619, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1308619, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1308619, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1308789, ,9.0,May 1,MCAS,MCAS Math,Math,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1308789, ,9.0,June 1,MCAS,MCAS Science,Science,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,256.0,CPI,Scale,,,,
373737,1308789, ,9.0,April 1,MCAS,MCAS ELA,ELA,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1308901, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1308901, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1308901, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1309341, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1309341, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1309341, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1309775, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1309775, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1309775, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,234.0,CPI,Scale,75.0,,,
373737,1310060, ,9.0,April 1,MCAS,MCAS ELA,ELA,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1310060, ,9.0,May 1,MCAS,MCAS Math,Math,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1310060, ,9.0,June 1,MCAS,MCAS Science,Science,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,270.0,CPI,Scale,,,,
373737,1310072, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1310072, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1310072, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1310756, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1310756, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1310756, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1311207, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1311207, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1311207, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1311575, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1311575, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1311575, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1311633, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1311633, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1311633, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,5-A,Scaled Score,Scale,270.0,CPI,Scale,100.0,,,
373737,1311942, ,,May 1,MCAS,MCAS Math,Math,,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1311942, ,,June 1,MCAS,MCAS Science,Science,,Performance Level,Level,6-P+,Scaled Score,Scale,220.0,CPI,Scale,,,,
373737,1311942, ,,April 1,MCAS,MCAS ELA,ELA,,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1311969, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,278.0,CPI,Scale,100.0,,,
373737,1311969, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1311969, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1312231, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1312231, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1312231, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1312495, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1312495, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1312495, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1312898, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1312898, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1312898, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1313337, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1313337, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,222.0,CPI,Scale,50.0,,,
373737,1313337, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1313969, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1313969, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1313969, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1314121, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,272.0,CPI,Scale,100.0,,,
373737,1314121, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,272.0,CPI,Scale,100.0,,,
373737,1314121, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,5-A,Scaled Score,Scale,270.0,CPI,Scale,100.0,,,
373737,1314363, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1314363, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1314363, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1314443, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1314443, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1314443, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1314533, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1314533, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1314533, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,234.0,CPI,Scale,75.0,,,
373737,1314676, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1314676, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,2-W,Scaled Score,Scale,214.0,CPI,Scale,25.0,,,
373737,1314676, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,2-W,Scaled Score,Scale,214.0,CPI,Scale,25.0,,,
373737,1315152, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1315152, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1315152, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1315475, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
